Date	CampaignId	CampaignName	AdGroupId	AdGroupName	AdId	Impressions	Clicks	Ctr	Cost	AvgCpc	Conversions	Revenue
2026-09-05	702195391	Тест РСЯ банкет (Похожие сайты)	5622970380	Банкеты	17201006658	11	3	27.27	6.66	2.22	0	0.00
2026-09-05	702195391	Тест РСЯ банкет (Похожие сайты)	5622970381	Баннеры	17201006659	441	1	0.23	12.41	12.41	0	0.00
2026-09-05	700792082	Тест РСЯ Корпоративы	5628294387	новогодний корпоратив	17235485071	65	0	0.00	0.00	--	0	0.00
2026-09-05	700792082	Тест РСЯ Корпоративы	5628294388	корпоративный новый год	17235485072	63	0	0.00	0.00	--	0	0.00
2026-09-05	700792082	Тест РСЯ Корпоративы	5628294389	корпоратив на новый год	17235485073	15	0	0.00	0.00	--	0	0.00
2026-09-05	708328266	РСЯ банкетное меню	5734561489	Банкеты	17663635579	3649	307	8.41	773.29	2.52	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739665	ресторан для банкета	17718636708	2	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739665	ресторан для банкета	17718636709	1	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739674	банкет на день рождения	17718636747	1	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739676	банкет с полным обслуживанием	17718636756	1	1	100.00	328.53	328.53	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739683	банкетная площадка	17718636784	1	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739683	банкетная площадка	17718636786	2	1	50.00	1008.58	1008.58	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739685	банкетные залы	17718636792	4	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739685	банкетные залы	17718636794	2	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739685	банкетные залы	17718636795	5	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739686	Отметить день рождения в ресторане	17718636797	1	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739686	Отметить день рождения в ресторане	17718636799	8	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739687	день рождения в ресторане	17718636804	1	0	0.00	0.00	--	0	0.00
2026-09-05	709907560	Поиск Банкеты( конверсии)	5750739687	день рождения в ресторане	17718636805	1	0	0.00	0.00	--	0	0.00
